publishedAt,id,title,companyName,postedTime,applicationsCount,description,contractType,experienceLevel,workType,sector,companyId,city,state,recently_posted_jobs,desc_length,desc_word_count,lag_days,year_month,seniority
2024-01-29,3816666931,Account Executive - Smb,Linkedin,,200.0,"Company Description

Linkedin Is The World’S Largest Professional Network, Built To Create Economic Opportunity For Every Member Of The Global Workforce. Our Products Help People Make Powerful Connections, Discover Exciting Opportunities, Build Necessary Skills, And Gain Valuable Insights Every Day. We’Re Also Committed To Providing Transformational Opportunities For Our Own Employees By Investing In Their Growth. We Aspire To Create A Culture That’S Built On Trust, Care, Inclusion, And Fun – Where Everyone Can Succeed.

Join Us To Transform The Way The World Works.

Job Description

At Linkedin, We Trust Each Other To Do Our Best Work Where It Works Best For Us And Our Teams. This Role Offers Hybrid Work Options, Meaning You Can Work From Home And/Or Commute To A Linkedin Office, Depending On What’S Best For You And When It Is Important For Your Team To Be Together.  

We Are Looking For A Talent Solutions Account Executive To Join Our Team In Tapping Into Potential Client Opportunities, Generating New Business, As Well As Managing Client Relationships As A Trusted Advisor And Bring Value To Our Customers. You Will Strategically Approach Target Companies And Teams, Identify The Best Technology Options And Sell Corporate Solutions For Recruitment. Although You Strive To Meet And Exceed Quota, You Will Always Act As The Clients’ Internal Advocate And In The Best Interest Of The Clients. 

Responsibilities: 


 * Prospect Relentlessly To Build Pipeline And Build Strong Personal Relationships With Prospects.
 * Create Reliable Forecasts And Be Completely Transparent With Management On The Pipeline Status. 
 * Close New Business Consistently At Or Above Quota Level 
 * Develop And Execute On A Strategic Plan For The Territory And Document And Distribute Competitive Information. 
 * Leverage Peers & Manager To Help Problem-Solve, Ramp-Up, & Close Deals 
 * Effectively Utilize Sales Processes And Tools 
 * Invest In Colleagues And Give Coaching And Advice When You See An Opportunity For Improvement. 
 * Work To Develop And Circulate The Set Of Best Practices That Will Be The Foundation Of This Team. 
 * Listen To The Needs Of The Market And Share Insights With Product And Marketing Team. 
 * Be Proactive About Solving Problems Even If It’S Outside Of Your Area And Be Ready To Take On Additional Initiatives And Responsibilities As They Emerge. 
 * Seek Out Opportunities To Be A Leader And Do Everything You Can To Help The Company Achieve Its Larger Objectives.  
   
   

Qualifications

Basic Qualifications: 


 * 2+ Years Of Experience In Sales Or Account Management 
   
   

Preferred Qualifications: 


 * Proficiency In Ms Office (Outlook, Excel, Word And Powerpoint) 
 * Ability To Understand The Talent Acquisition/Staffing Agency Industry 
 * Solid Negotiation Skills That Allow For Value-Based Contract Negotiations At The Senior Level 
 * Excellent Communication And Project, Time And Customer Management Skills 
 * Demonstrated Ability To Find, Manage And Close Enterprise Businesses In An Evangelistic Sale Environment    
   
   

Suggested Skills: 


 * Sales 
 * Relationship Building 
 * Negotiating 
   
   

Additional Information

India Disability Policy

Linkedin Is An Equal Employment Opportunity Employer Offering Opportunities To All Job Seekers, Including Individuals With Disabilities. For More Information On Our Equal Opportunity Policy, Please Visit Https://Legal.Linkedin.Com/Content/Dam/Legal/Policy_India_Equalopppwd_9-12-2023.Pdf

Global Data Privacy Notice For Job Candidates

Please Follow This Link To Access The Document That Provides Transparency Around The Way In Which Linkedin Handles Personal Data Of Employees And Job Applicants: Https://Legal.Linkedin.Com/Candidate-Portal.



India Disability Policy

Linkedin Is An Equal Employment Opportunity Employer Offering Opportunities To All Job Seekers, Including Individuals With Disabilities. For More Information On Our Equal Opportunity Policy, Please Visit Https://Legal.Linkedin.Com/Content/Dam/Legal/Policy_India_Equalopppwd_9-12-2023.Pdf

India Disability Policy
Linkedin Is An Equal Employment Opportunity Employer Offering Opportunities To All Job Seekers, Including Individuals With Disabilities. For More Information On Our Equal Opportunity Policy, Please Visit Https://Legal.Linkedin.Com/Content/Dam/Legal/Policy_India_Equalopppwd_9-12-2023.Pdf

Global Data Privacy Notice For Job Candidates
This Document Provides Transparency Around The Way In Which Linkedin Handles Personal Data Of Employees And Job Applicants: Https://Lnkd.In/Globaldataprivacynotice",Full-Time,Not Applicable,Sales,"Technology, Information And Internet",1337,Bengaluru,Karnataka,1,4596,631,,2024-01,Mid
2023-09-22,3721933018,Relationship Manager | Field Sales And Servicing | B2B Sales,Tata Cummins,,40.0,"Job Description

Job Description -

 * Position Holder Will Be An Individual Contributor.
 * Build And Manage Productive, Professional Relationships With Clients
 * Ensure Clients Are Using And Deriving Benefit From Indiamart
 * Ensure Products/Services In Client’S E-Catalog Are Accurately Defined
 * Maximize Revenue By Upselling Other Services And Achieve Fortnightly, Monthly Client Retention And Revenue Targets
 * Systematic Follow-Up And Time-Bound Closures
 * Prompt Resolution Of Complaints
 * Daily 4-5 In Person Meetings (F2F) With Clients Onsite",Full-Time,Mid-Senior Level,Sales And Business Development,"Appliances, Electrical, And Electronics Manufacturing",33722543,Delhi,Delhi,0,557,78,,2023-09,Mid
2024-01-19,3810371622,Sales Manager I,Swiggy,,41.0,"This Role Comes Under Mandate 3 : Employees To Be Located In Their Place Of Posting / Respective Office Base Location.

Job Description


 * Fulfilling Sales Charters For Cities Based Upon Agreed Targets, And Promoting The Organization'S Presence
 * Sign Contracts With Restaurants And Handle Inquiries From Existing And New Clients
 * Gather Sales Lead From The Market And Approach Restaurants Actively For Conversion
 * Maintaining A Strong Relationship With Restaurant Owners And Advising Them On Issues Related To The Market And Offering Solutions On The Same (Such As Discounting Constructs, Adding Images & Descriptions In The Menu, Reducing Cancellation Etc)
 * Grow Revenue For Swiggy Through Upselling, Cross-Selling, Ads Investment, And Other Channels As May Be Applicable
 * A Person Has To Complete Sales Reporting Activities For Swiggy, Including Competition Intelligence, Keeping Track Of Partner Visits, And Recent Trends In The City Which He Or She Manages
 * Should Be Able To Handle Potential Clients When On The Field As The First In Command
   
   

Desired Skills


 * Graduates Or Post Graduates With 2-4 Years Of Experience In The Sales Domain Or Freshers
 * Knowledge Of E-Commerce Activities Or How The Food Delivery Industry Works (Not Mandatory)
 * Confident, Pleasing, And A Go-Getter Personality
 * Average Communication Skills In English & Effective Local Language Skills Are Mandatory
 * Should Have Basic Numerical Skills (Eg. Growth Degrowth)
 * Good Negotiation And Influencing Skills
 * Self-Motivated And Driven By Targets.
 * Knowledge Of Ms Office Or A Similar Suite Is A Plus
   
   

""We Are An Equal Opportunity Employer And All Qualified Applicants Will Receive Consideration For Employment Without Regards To Race, Colour, Religion, Sex, Disability Status, Or Any Other Characteristic Protected By The Law""",Full-Time,Mid-Senior Level,Sales And Business Development,"Technology, Information And Internet",9252341,Himachal Pradesh,India,0,1849,282,,2024-01,Mid
2023-07-04,3678198960,Retails Sales Executive,Giva,,200.0,"Responsibilities




Job Description




 * Understanding The Client'S Requirements.
 * Listening Actively To Clients' Needs.
 * Advising The Clients In Making Fashion Decisions.
 * Noting Down The Clients Body Types And Personal Style.
 * Setting The Clients Budget Constraints As Per The Occasion.
 * Providing Advice On Accessories.
 * Assisting Store Managers To Achieve Fashion Goals.
 * Ensuring The Clients Satisfaction.
 * Growing The Client Database And Generating Leads And Selling Services To The Clients.
 * Maintaining A Healthy Relationship With The Clients
 * Increasing Companys Sales.
 * Reaching Out To Potential Clients Networks.
 * Staying Up To Date With The Latest Fashion Trends.




Requirements




 * Bachelors Degree In Fashion Or A Related Field.
 * Proven Work Experience As A Fashion Consultant, Fashion Designer, Or A Similar Role In The Media Industry.
 * Outstanding Portfolio Of Past Activity.
 * Excellent Customer Service Skills.
 * Exceptional Interpersonal And Organizational Skills.
 * Good Verbal And Written Communication Skills.
 * Willing To Travel As And When Required.
 * Good Sales Skills.
 * In-Depth Knowledge Of Fashion Trends.
 * Excellent Multitasking Abilities And Strong Time Management Skills.
 * A Friendly And Enthusiastic Individual.
 * A Close Eye For Detail.
 * Demonstrated Ability To Manage And Meet Deadlines.
 * Ability To Work For Long Periods Of Time And Weekends As Well.
 * Ability To Work Under Stressful Conditions.",Full-Time,Executive,Sales And Business Development,Retail Luxury Goods And Jewelry,52181510,Lucknow,Uttar Pradesh,0,1484,222,,2023-07,Mid
2023-12-02,3792608790,Counter Sales Executive,Orra Fine Jewellery,,25.0,"Our Jewelry Store Is Seeking An Experienced And Talented Jeweler To Join Our Team. If You Are Detail Oriented, Creative, And Have Experience Working With Precious Stones And Metals You May Be A Great Fit For This Role. We Are Looking For Someone With Excellent Interpersonal And Communication Skills Coupled With The Technical Skills

Responsibilities


 * Greeting Customers As And When They Enter The Store.
 * Understanding The Customers' Requirements And Specifications.
 * Providing The Customers With Solutions Instantly.
 * Solving All The Customer'S Complaints And Issues About The Product.
 * Making Sure The Customer Is Satisfied With The Products Offered To Them.
 * Maintaining A Strong Relationship With New Customers.
 * Updating Customer'S Information In The Computer System For Future Reference.
 * Checking The Store Inventory And Reporting It To The Sales Manager.
 * Offering Excellent Customer Service And Customer Satisfaction.
 * Ensuring The Space Is Clean And Tidy All The Time.
 * Processing Customer'S Payments In The Form Of Cash Or Card.
 * Adhering To All The Rules And Regulations Of The Organization.
 * Reporting Any Mishaps And Accidents To The Store Manager.
 * Performing Daily Inspection Of Store And Inventory Room.",Full-Time,Entry Level,Sales And Business Development,Retail,2880339,Surat,Gujarat,0,1252,194,,2023-12,Mid
2023-09-22,3721925958,Relationship Manager | Field Sales And Servicing | B2B Sales,Tata Cummins,,29.0,"Job Description

Job Description -

 * Position Holder Will Be An Individual Contributor.
 * Build And Manage Productive, Professional Relationships With Clients
 * Ensure Clients Are Using And Deriving Benefit From Indiamart
 * Ensure Products/Services In Client’S E-Catalog Are Accurately Defined
 * Maximize Revenue By Upselling Other Services And Achieve Fortnightly, Monthly Client Retention And Revenue Targets
 * Systematic Follow-Up And Time-Bound Closures
 * Prompt Resolution Of Complaints
 * Daily 4-5 In Person Meetings (F2F) With Clients Onsite",Full-Time,Mid-Senior Level,Sales And Business Development,"Appliances, Electrical, And Electronics Manufacturing",33722543,Agra,Uttar Pradesh,0,557,78,,2023-09,Mid
2023-07-04,3678400389,Retail Sales Executive,Giva,,134.0,"Job Role- Fashion Consultant




Job Location- Bangalore (Vijayanagar, Garuda Mall, Galleria Mall, 1 Mg Lido Mall, Indranagar, Marathahalli)




Responsibilities




Job Description




 * Understanding The Client'S Requirements.
 * Listening Actively To Clients' Needs.
 * Advising The Clients In Making Fashion Decisions.
 * Noting Down The Clients Body Types And Personal Style.
 * Setting The Clients Budget Constraints As Per The Occasion.
 * Providing Advice On Accessories.
 * Assisting Store Managers To Achieve Fashion Goals.
 * Ensuring The Clients Satisfaction.
 * Growing The Client Database And Generating Leads And Selling Services To The Clients.
 * Maintaining A Healthy Relationship With The Clients
 * Increasing Companys Sales.
 * Reaching Out To Potential Clients Networks.
 * Staying Up To Date With The Latest Fashion Trends.




Requirements




 * Bachelors Degree In Fashion Or A Related Field.
 * Proven Work Experience As A Fashion Consultant, Fashion Designer, Or A Similar Role In The Media Industry.
 * Outstanding Portfolio Of Past Activity.
 * Excellent Customer Service Skills.
 * Exceptional Interpersonal And Organizational Skills.
 * Good Verbal And Written Communication Skills.
 * Willing To Travel As And When Required.
 * Good Sales Skills.
 * In-Depth Knowledge Of Fashion Trends.
 * Excellent Multitasking Abilities And Strong Time Management Skills.
 * A Friendly And Enthusiastic Individual.
 * A Close Eye For Detail.
 * Demonstrated Ability To Manage And Meet Deadlines.
 * Ability To Work For Long Periods Of Time And Weekends As Well.
 * Ability To Work Under Stressful Conditions.",Full-Time,Executive,Sales And Business Development,Retail Luxury Goods And Jewelry,52181510,Bengaluru,Karnataka,0,1629,240,,2023-07,Mid
2024-01-11,3803941951,Sales Executive,Christian Louboutin,,77.0,"Overview And Purpose Of Role:

As A Sales Executive At Christian Louboutin, You Have A Fundamental Role In Translating Our Brand Dna And Our Story To The Client To Maintain Our Fabulous Brand Image Whilst Transforming The Client Expectation And Needs Into Sales Success And Loyalty. You Are The Voice Of Christian And A True Ambassador For The Christian Louboutin Brand, Our Products, Values And Our Culture.




Under The Leadership Of The Management Team, In The Capacity Of Sales Executive, You Will Provide An Outstanding, Sparkling Client Experience Which Is Highly Personalized, Efficient And Discrete. You Are An Integral Member Of A High Performing Sales Team Who Are Sales Focused And Driven. You Will Be Dedicated To Creating Desire For The Brand, Delivering Exceptional Customer Service, Sharing Your Knowledge About The Variety Of Our Luxurious Collections, Whilst Maintaining The Store In The Best Conditions And Ensuring Ongoing Loyalty From Our Clients.




Key Responsibilities Of The Role:




Service Delivery

 * Attending And Participating In All Training Events Such As Sales Techniques, Sales Ceremony Or Product Knowledge Trainings.
 * Providing Exceptional Standards Of Customer Experience, Surpassing Customer Expectations At Every Opportunity By Following All Steps Of The Christian Louboutin Sales Ceremony.
 * Demonstrating And Reflecting The Luxury Brand Image Through The Service You Deliver, Your Positive And Professional Attitude, Personal Grooming, Dress Code And Through The Expected Standards Of Behavior.
 * Responding To All Client Queries And Issues In A Professional, Effective And Timely Manner. This Of Course Includes Managing Return Items Or Damages For Example.




Results Driven

 * Demonstrating Competent Awareness Of Our Overall Business Performance And The Surrounding Market/Industry.
 * Actively Striving To Achieve Key Performance Indicators, In Order To Improve Boutique/Concession Results And Reaching Individual And Store Targets.
 * Awareness Of The Business Strategy, Engaged In Prioritizing The Appropriate Products Or Alternatives For Successful Sales Results.




Product Knowledge

 * Developing Detailed And Extensive Knowledge Of All Products And Our Brand Culture And Dna, In Order To Provide Exceptional Customer Service And To Build Sales.
 * Be An Expert In Product Information, Including Knowledge Of The Influence Of The Design, The Construction And Craftsmanship Of The Product, The Materials Utilized, And How To Care For The Product.




Relationship Building & Customer Relationship Management

 * Building And Maintaining Quality Relationships With Clients, Resulting In Strong Sales Performance.
 * Ensuring Loyalty To The Brand By Development Of These Relationships Through Personal Interaction And Active Client-Telling.
 * Driving Crm In Your Location And Maintenance Of Your Client File/Book.
 * Demonstrate An Entrepreneurial Approach To Growing Your Client Base And Client Spend Including Outreach To Clients For Events Such As Private Sale, In Store Events Or New Product/Collection Launches.




Team Work

 * A Proactive Member Of The Team, Working Towards Achieving Tasks Set And To Meeting The Store Targets And Goals.
 * Partner Effectively And Collaboratively With All Team Members To Contribute To A Professional And Rewarding Workplace Culture.
 * Assisting The Management Team Alongside Fellow Colleagues To Support With The Daily Operations Or Back Office Activities Of The Location.

Please Note: Colleagues Must Be Comfortable With The Physical Element Of The Role, Including But Not Limited To, Manual Handling, Standing For Long Periods Of Time And Use Of Ladders As Required Or Any Other Health And Safety Requirement As Covered Within The Training.




Skills And Requirements:

In Order To Deliver The Main Responsibilities Of The Role, You Will Need The Following Skills:

Technical:

 * Proven Experience In A Luxury Retail Or Service Environment.
 * Proficient In Microsoft Outlook And Excel.
 * Proficient In English
 * Ability To Follow All Steps Of The Christian Louboutin Sales Ceremony And Able To Adapt To The Pace Of The Environment Managing Up To 3 Customers At One Time For Example.
 * Strong Client-Telling Skills In Order To Ensure Client Contact Is Maintained Engaging Them In A Long Term Professional And Loyal Relationship
 * Management Of Client Communication In A Luxury Way, Respecting Our Guidelines On Social Networks Such As Whatsapp, Instagram For Example.
 * Be A Consistent ‘Top Seller’ And Able To Analyze Own Kpi And Sales Results And React Accordingly To Achieve Personal And Store Results To Demonstrate Strong Business Acumen.
 * Where Or When There Is No Specific Cashier, Management Of Cash Processes As Required. Experience In Cash Handling Procedures.
 * Where Or When There Is No Specific Stock Assistant Able To Receive Products Delivery, Enter The Products In The System, Store And Sort The Products, Tidy The Stock Room Maintain High Level Of Service For Other Members Of The Team And Corporate Functions




Soft Skills:

 * Excellent Attention To Detail, In Order To Support The Needs Of The Business And To Provide A Polished And Professional Service.
 * Ability To Create An Authentic Warm Reception For All Clients And Demonstrate A Humble Attitude To Ensure The Most Professional And Positive Environment.
 * Honest And Transparent. Ability To Handle Personal Information Relating To Colleagues And Clients With The Upmost Discretion.
 * Strong Brand Awareness And Able To Protect The Business Strategy And Plans, Maintaining Confidential Business Information As Required.
 * Ensuring That Information Such As Personal Salary Information Is Kept Strictly Confidential And Maintaining Professionalism At All Times.
 * Exceptional Communication (Oral And Written) And Strong Interpersonal Skills. Able To Build Strong, Authentic Relationships With Clients And To Partner With Fellow Team Members Whilst Supporting And Working Effectively With The Management Team.
 * Articulate And Confident To Interact Appropriately And Professionally With Clients In Order To Maximize Sales.
 * Motivated And Committed With A ‘Can Do’ Positive Attitude. Able To Meet The Demands Of A Busy Boutique/Concession With High Energy Levels And A Determination To Achieve A Strong Sales Record.
 * Able To Work Effectively As Part Of A Team And Willing To Perform Varied Tasks Depending On The Needs Of The Business. Proactive, Dynamic And Have A Willingness To Learn And Develop.
 * Excellent, Brand Appropriate Personal Appearance – Smart With A Sense Of Individual Style And Adhering To The Uniform Guidelines.
 * Adaptable And Flexible. Must Be Comfortable With Change And Willing To Adapt As Required To The Needs Of The Business. Be Available To Cover Shifts If Required To Support The Team And Location.
 * Effective Time Management Skills. Must Be Punctual And Reliable, Able To Perform Tasks Within The Required Timeframes.
 * Must Adhere To Company Policies And Procedures At All Times And Act With A Sense Of Corporate Responsibility, Representing The Brand Appropriately At All Times, Including On Social Media.
 * Open-Minded To Diversity Internally And Externally – Ready To Work With Different People And To Serve Different Types Of Customers With Respect And Without Bias
 * Passionate About His/Her Own Career Development And Self-Awareness Of Areas Of Improvement.




Our Business And Our Values:

Christian Louboutin Opened His First Boutique In Paris In 1992. An Artist And Craftsman With A True Passion For Shoes, His Designs Are Unique And Instantly Recognizable, Thanks In Part To Their Signature And Now Trademarked Red Lacquered Soles. The Collections For Both Men And Women Combine Wit, Glamour, Elegance And Technical Proficiency Like No Other. 2014 Welcomed The Launched Of Christian Louboutin Beaute With Its First Nail Colour, Rouge Louboutin. The Collection Has Continued To Diversify Since Then With The Launch Of Lip In 2015, Fragrance In 2016 And More Recently A Wonderful Eye Collection In 2017. With An Extensive Range Of Collections, Christian Louboutin Now Counts More Than 150 Boutiques Globally.




Our People Are At The Heart Of Our Brand.

We Celebrate Individuality And Allow The Freedom To Have Responsibility, Autonomy And Creativity Within Your Role. Our Colleagues Have In Common The Passion And Dedication To Our Brand, And Its Continued Success.




We Live By Our Values:

We Are Down To Earth – We Stand With Authenticity, Integrity And Respect. We Have Passion – We Drive Our Business With Agility, Commitment And Care. We Have Happiness In All That We Do – We Collaborate With Positivity, Open-Mindedness And Fun. We Work With Inspiration – We Envision The Future With Confidence, Creativity And Freedom.

If The Shoe Fits, Walk With Us…




The Maison Christian Louboutin Is An Equal Opportunity Employer. We Are Committed To Recruitment Practices That Do Not Discriminate Against Any Job Applicant Because Of Their Race, Color, Gender, Age, Nationality, Culture(S), Religion, Sex, Physical Or Mental Disability, Or Age. We Believe That A Culture Of Diversity And Individuality Fosters Our Core Values We Listed Above. So, If You Also Share This Mindset And These Values And You Dream Of Coloring Your Soles Red As Part Of The Louboutin Adventure, Please Join Us!",Full-Time,Associate,Customer Service And Sales,Retail And Retail Luxury Goods And Jewelry,1299566,Mumbai,Maharashtra,0,9341,1429,,2024-01,Mid
2023-09-22,3721930032,Relationship Manager | Field Sales And Servicing | B2B Sales,Tata Cummins,,25.0,"Job Description

Job Description -

 * Position Holder Will Be An Individual Contributor.
 * Build And Manage Productive, Professional Relationships With Clients
 * Ensure Clients Are Using And Deriving Benefit From Indiamart
 * Ensure Products/Services In Client’S E-Catalog Are Accurately Defined
 * Maximize Revenue By Upselling Other Services And Achieve Fortnightly, Monthly Client Retention And Revenue Targets
 * Systematic Follow-Up And Time-Bound Closures
 * Prompt Resolution Of Complaints
 * Daily 4-5 In Person Meetings (F2F) With Clients Onsite",Full-Time,Mid-Senior Level,Sales And Business Development,"Appliances, Electrical, And Electronics Manufacturing",33722543,Surat,Gujarat,0,557,78,,2023-09,Mid
2024-02-01,3798402812,Franchisee Sales Executive,Tata Communications,,200.0,"Key Objective :

The Incumbent Would Be Responsible For Developing And Expanding The Company'S Footprint In The Region And Significantly Contribute To Achieving The Business And Revenue Targets For The Team.




Major Activities:




 * Generate Leads And Build The Indicash Franchisee Network In The Designated Area.
 * Convert The Warm Leads Generated By The Call Center Into Indicash Franchisees.
 * Engage With Major Master Franchisees In The Region & Onboard Them. Develop Exclusive Indicash Master Franchisees In The Region.
 * Conduct Market Research & Perform Competition Benchmarking To Gather Data For Business Intelligence.
 * Identify New Business Opportunities And Help The Marketing Team In Tpa Sales.
 * Help The Marketing Team In Conducting On Ground Marketing Activities To Create The Buzz In The Market About Indicash Franchisee.
 * Analyze Statistics Gathered To Determine Franchisee Sales Potential.
 * Responsible To Maintain A Positive Brand Image.
 * Assist In Site Acquisition By Adhering To Internal Processes And Interfacing With The Commissioning Team.
 * Meet Tats For Franchisee Identification And Work With Service Delivery Towards Reduction Of Overall Timelines For Atm Deployment.
 * Work As Per Targets Given On A Monthly, Quarterly, Yearly Basis.
 * Post Sales Relationship Management
 * Having Complete Knowledge In Atm Franchisee Model.
 * Having Understanding Of Atm Functioning -Boq
 * Ensure To Complete Audits Target In The Area/Region On Monthly Basis.
 * Regular Review And Working For Low Uptime And Low Transacting Atms To Improve Area Performance Which Will Finally Convert To Revenue.
 * Responsible For Area/Region/State P&L
 * Local Level Engagement With All Vendor To Have Requisite Timely Support From Vendor To Have Maximum Uptime Of Atms.




Work Experience:




3+ Years Of Experience In Sales, Atm Operations In A Related Company With A Successful Track Record In Hitting Sales Quota Is Preferred.",Full-Time,Executive,"Sales, Distribution, And Business Development","Telecommunications, Financial Services, And Real Estate",4085,Chandigarh,India,1,1952,295,,2024-02,Mid
2023-06-15,3632341545,Area Sales Manager-Goa (Qr Sales),Paytm,,200.0,"About Us:




Paytmis India'S Leading Financial Services Company That Offers Full-Stack Payments & Financial Solutions To Consumers, Offline Merchants And Online Platforms. The Company Is On A Mission To Bring Half A Billion Indians Into The Mainstream Economy Through Payments, Commerce, Banking, Investments, And Financial Services. One97 Communications Limited That Owns The Brand Paytm Is Founded By Vijay Shekhar Sharma And Is Headquartered In Noida, Uttar Pradesh. Its Investors Include Softbank, Ant Financial, Agh Holdings, Saif Partners, Berkshire Hathaway, T Rowe Price And Discovery Capital.




Job Description:-




 * Grow Distribution And Market Share In The Assigned Area Of Operations
 * Identify And Recruit The Sales Team To Align And Drive Business In The Market
 * Formulate And Launch The Counter Strategy For Local Initiatives Taken Up By The Competition
 * Ability To Understand The Data So As To Gather The Right Information And Plan The Execution Accordingly
 * Analyse The Data And Identify The Improvement Areas, Substantiate Through Market Visits To Identify The Priority Spots In Order To Perform In
 * Plan The Market Size, Span And Geographies For Tl And Fses
 * Should Be Able To Devise The Best Methods For Communication Of Plans/Targets To The Team So As To Minimize The Expectations Vs Delivery Gap
   




If You Want To Work With India'S Best Team, Just Fill The Form Using The Link Below And We Will Get Back To You Soon",Full-Time,Not Applicable,Sales And Business Development,"Transportation, Logistics, Supply Chain And Storage",2340144,Goa,India,0,1459,232,,2023-06,Mid
2023-11-02,3748807776,Key Account Manager- Jaipur (Qr Sales),Paytm,,200.0,"Job Description :


 * Key Account Manager (Kam) Role Is A Market Facing Role With Target
 * Kam Will Be Responsible To Acquire Key Merchants (Large Standalone Account, Multiple Store/Mid Account, City/Regional Chains) For Payment Solutions
 * Kam Will Be Responsible For Retention And Cross Sales Of Other Products
 * Should Have At Least 2 Year Experience In Sales And Business Development
 * Good Negotiation, Communication And Convincing Skills
 * Candidate Needs To Be Graduate / Mba With Good Academic Record
 * Candidates Having Experience In Managing Key Account Would Be Preferred
   
   
   

Roles & Responsibilities :


 * New Account Acquisition For Paytm Payments Solution ( Only Key Outlets To Be On Boarded )
 * Account Management Of Provided Base Visit Accounts And Build & Maintain Relationship
 * Acquisition Quality Ensure On Boarded Accounts Are Engaged With Paytm
   
   
   

If You Want To Work With India'S Best Team, Just Fill The Form Using The Link Below And We Will Get Back To You Soon.",Full-Time,Not Applicable,Sales And Business Development,"Transportation, Logistics, Supply Chain And Storage",2340144,Jaipur,Rajasthan,0,1016,162,,2023-11,Mid
2023-05-18,3630134201,Key Account Manager : Pune (Qr Sales ),Paytm,,200.0,"About Us:




Paytm Is India'S Leading Financial Services Company That Offers Full-Stack Payments & Financial Solutions To Consumers, Offline Merchants And Online Platforms. The Company Is On A Mission To Bring Half A Billion Indians Into The Mainstream Economy Through Payments, Commerce, Banking, Investments, And Financial Services. One97 Communications Limited That Owns The Brand Paytm Is Founded By Vijay Shekhar Sharma And Is Headquartered In Noida, Uttar Pradesh. Its Investors Include Softbank, Ant Financial, Agh Holdings, Saif Partners, Berkshire Hathaway, T Rowe Price And Discovery Capital.




Job Description:-




 * Kam Will Be Responsible To Acquire Key Merchants (Large Standalone Account, Multiple Store/Mid Account, City/Regional Chains) For Payment Solutions
 * Kam Will Be Responsible For Retention And Cross Sales Of Other Products
 * Candidates Having Experience In Managing Key Accounts Would Be Preferred
   




Roles & Responsibilities :-




 * New Account Acquisition For Paytm Payments Solution (Only Key Outlets To Be Onboarded)
 * Account Management Of Provided Base Visit Accounts, Build & Maintain Relationship
 * Acquisition Quality-Ensure Onboarded Accounts Are Engaged With Paytm
 * Locations : Pune",Full-Time,Not Applicable,Sales And Business Development,"Transportation, Logistics, Supply Chain And Storage",2340144,Pune,Maharashtra,0,1238,175,,2023-05,Mid
2024-01-22,3811910193,Associate Sales Manager,Swiggy,,126.0,"This Role Comes Under Mandate 3 : Employees To Be Located In Their Place Of Posting / Respective Office Base Location.

Job Description


 * Fulfilling Sales Charters For Cities Based Upon Agreed Targets, And Promoting The Organization'S Presence
 * Sign Contracts With Restaurants And Handle Inquiries From Existing And New Clients
 * Gather Sales Lead From The Market And Approach Restaurants Actively For Conversion
 * Maintaining A Strong Relationship With Restaurant Owners And Advising Them On Issues Related To The Market And Offering Solutions On The Same (Such As Discounting Constructs, Adding Images & Descriptions In The Menu, Reducing Cancellation Etc)
 * Grow Revenue For Swiggy Through Upselling, Cross-Selling, Ads Investment, And Other Channels As May Be Applicable
 * A Person Has To Complete Sales Reporting Activities For Swiggy, Including Competition Intelligence, Keeping Track Of Partner Visits, And Recent Trends In The City Which He Or She Manages
 * Should Be Able To Handle Potential Clients When On The Field As The First In Command
   
   

The Individual Will Be Responsible For Multiple Cities (Between 1 To 5) And Will Be Required To Travel For 12-15 Days A Month To The Assigned Cities.

Desired Skills


 * Graduates Or Post Graduates With 0-6 Months Of Experience In The Sales Domain Or Freshers
 * Knowledge Of E-Commerce Activities Or How The Food Delivery Industry Works (Not Mandatory)
 * Confident, Pleasing, And A Go-Getter Personality
 * Average Communication Skills In English & Effective Local Language Skills Are Mandatory
 * Should Have Basic Numerical Skills (Eg. Growth Degrowth)
 * Good Negotiation And Influencing Skills
 * Self-Motivated And Driven By Targets.
 * Knowledge Of Ms Office Or A Similar Suite Is A Plus
   
   

""We Are An Equal Opportunity Employer And All Qualified Applicants Will Receive Consideration For Employment Without Regards To Race, Colour, Religion, Sex, Disability Status, Or Any Other Characteristic Protected By The Law""",Full-Time,Mid-Senior Level,Sales And Business Development,"Technology, Information And Internet",9252341,Uttar Pradesh,India,1,2001,309,,2024-01,Entry
